sport,city_tier,num_teams,num_matches,venue_capacity,team_size,tournament_days,has_existing_sponsor,format,sponsorship_tier,estimated_reach,cost_per_person,players_reach,family_reach,venue_reach,wom_reach,social_reach
football,2,12,11,450,11,1,0,knockout,gold,1886,13.26,132,247,267,229,131
badminton,3,8,17,350,2,6,0,league+knockout,silver,1583,9.48,16,23,763,69,150
football,2,16,15,250,11,2,0,knockout,bronze,1338,5.23,176,296,306,228,183
basketball,2,8,7,900,5,1,0,knockout,bronze,830,8.43,40,64,524,80,254
badminton,2,12,66,550,2,2,0,league,gold,2265,11.04,24,37,618,394,269
badminton,1,8,7,1650,2,2,0,knockout,bronze,2374,2.95,16,23,1883,73,1171
basketball,2,12,66,200,5,5,0,league,platinum,3677,13.6,60,95,485,757,182
badminton,3,14,51,150,2,6,0,league+knockout,silver,984,15.24,28,39,302,179,87
volleyball,3,10,45,300,6,5,0,league,gold,1643,15.22,60,72,536,234,123
volleyball,1,8,17,800,6,5,0,league+knockout,gold,6365,3.93,48,58,2224,174,954
football,1,8,7,1700,11,1,0,knockout,bronze,2322,3.01,88,151,1074,157,594
football,2,16,15,450,11,2,0,knockout,silver,2283,6.57,176,297,504,309,236
volleyball,1,20,19,1800,6,2,0,knockout,silver,4105,3.65,120,165,2238,224,1574
football,2,8,7,750,11,1,0,knockout,gold,1959,12.76,88,155,499,142,161
cricket,3,8,7,50,11,1,0,knockout,gold,914,27.35,88,174,22,93,29
volleyball,2,16,15,500,6,1,1,knockout,gold,970,25.77,96,143,244,89,157
basketball,2,16,120,350,5,5,0,league,platinum,6255,7.99,80,136,965,1017,488
volleyball,2,16,120,550,6,4,1,league,bronze,2732,2.56,96,115,1009,796,520
football,2,8,7,550,11,1,1,knockout,silver,1268,11.83,88,168,290,90,119
badminton,3,20,19,300,2,2,0,knockout,gold,624,40.06,40,52,234,97,76
football,1,16,120,1500,11,3,1,league,silver,19199,0.78,176,299,3087,3518,1385
football,2,4,3,900,11,1,0,knockout,gold,1436,17.41,44,74,469,40,139
basketball,1,24,276,1750,5,2,0,league,silver,10822,1.39,120,193,1989,3167,1502
volleyball,2,8,7,750,6,1,0,knockout,silver,534,28.09,48,65,306,48,95
volleyball,2,8,7,900,6,1,1,knockout,gold,1017,24.58,48,72,431,61,153
badminton,2,14,91,450,2,5,0,league,gold,3876,6.45,28,34,1110,707,418
basketball,3,16,120,100,5,3,1,league,platinum,3039,16.45,80,104,103,849,29
kabaddi,2,16,120,900,7,4,1,league,silver,8408,1.78,112,192,1911,1514,905
football,2,24,23,200,11,1,0,knockout,gold,2542,9.83,264,489,100,392,111
volleyball,3,8,17,200,6,5,0,league+knockout,bronze,710,9.86,48,64,389,74,68
volleyball,2,16,15,700,6,1,1,knockout,silver,863,17.38,96,110,322,92,191
basketball,1,24,23,1700,5,2,1,knockout,bronze,4188,1.67,120,200,2266,343,1406
football,1,8,17,800,11,6,0,league+knockout,bronze,9244,0.76,88,136,3141,501,1435
kabaddi,3,16,120,200,7,3,0,league,silver,1989,7.54,112,156,251,622,87
football,2,8,17,250,11,6,1,league+knockout,silver,5060,2.96,88,173,990,324,368
badminton,1,8,28,1600,2,5,0,league,silver,8944,1.68,16,20,4422,310,1857
kabaddi,1,8,28,1550,7,2,0,league,gold,6551,3.82,56,96,1848,403,832
cricket,3,8,7,450,11,2,0,knockout,platinum,2349,21.29,88,193,409,72,108
badminton,2,16,120,700,2,5,1,league,silver,5499,2.73,32,38,1852,962,753
kabaddi,2,16,120,950,7,2,1,league,silver,5558,2.7,112,175,1182,1181,413
basketball,2,10,9,550,5,1,1,knockout,platinum,1066,46.9,50,68,259,74,101
kabaddi,1,12,38,1650,7,3,1,league+knockout,gold,17061,1.47,84,148,3784,603,1933
basketball,1,16,15,600,5,1,1,knockout,silver,1439,10.42,80,118,441,250,228
cricket,1,8,7,900,11,2,1,knockout,gold,5531,4.52,88,191,1200,220,496
badminton,1,32,496,1900,2,3,0,league,silver,13469,1.11,64,78,3471,3954,2410
football,2,8,17,1000,11,3,0,league+knockout,silver,6252,2.4,88,162,1537,292,610
volleyball,2,32,496,850,6,4,1,league,gold,11382,2.2,192,298,1387,3792,670
basketball,3,14,13,50,5,2,0,knockout,silver,391,38.36,70,108,44,96,22
football,3,8,7,350,11,1,0,knockout,bronze,612,11.44,88,158,179,57,62
basketball,3,14,91,300,5,4,1,league,bronze,1480,4.73,70,102,406,433,124
badminton,2,14,13,800,2,2,0,knockout,silver,1280,11.72,28,35,832,88,297
volleyball,2,16,15,850,6,2,0,knockout,silver,1359,11.04,96,116,811,129,279
badminton,3,12,66,250,2,2,1,league,bronze,678,10.32,24,32,160,331,51
cricket,2,16,120,650,11,3,0,league,gold,15519,1.61,176,430,1439,2384,680
volleyball,3,8,7,200,6,2,0,knockout,platinum,467,107.07,48,64,150,25,41
basketball,2,24,276,600,5,2,0,league,silver,6606,2.27,120,166,652,3074,243
football,3,16,67,450,11,6,1,league+knockout,silver,7494,2.0,176,317,1345,691,349
basketball,2,10,9,700,5,2,1,knockout,gold,2211,11.31,50,81,783,74,385
badminton,1,32,263,1200,2,6,1,league+knockout,bronze,12881,0.54,64,92,4482,3297,1958
football,2,10,9,250,11,1,0,knockout,silver,1059,14.16,110,199,137,142,118
badminton,3,14,13,400,2,2,1,knockout,silver,607,24.71,28,38,325,57,94
badminton,1,10,9,1650,2,2,1,knockout,silver,3078,4.87,20,32,1867,97,732
football,2,12,66,400,11,5,1,league,bronze,5537,1.26,132,256,1221,1001,645
kabaddi,2,16,67,850,7,4,0,league+knockout,bronze,5148,1.36,112,188,1944,690,756
volleyball,1,8,7,350,6,2,1,knockout,gold,1193,20.96,48,65,452,66,266
football,1,20,190,850,11,2,0,league,silver,13578,1.1,220,354,1186,3962,983
football,3,8,7,450,11,2,0,knockout,platinum,1978,25.28,88,147,435,64,145
kabaddi,2,24,23,750,7,1,1,knockout,bronze,1433,4.88,168,301,466,260,227
badminton,2,8,7,750,2,1,0,knockout,gold,832,30.05,16,20,406,57,167
basketball,2,8,28,1000,5,3,0,league,bronze,2895,2.42,40,64,1573,257,552
football,1,4,3,750,11,2,0,knockout,bronze,2080,3.37,44,84,1062,65,594
kabaddi,2,10,9,200,7,1,0,knockout,silver,536,27.99,70,103,111,95,68
badminton,2,16,120,850,2,4,0,league,silver,4533,3.31,32,50,1842,696,738
kabaddi,2,8,28,550,7,4,0,league,silver,3728,4.02,56,76,1270,367,532
football,2,16,120,650,11,2,0,league,gold,10229,2.44,176,344,753,2434,334
kabaddi,2,20,19,800,7,1,0,knockout,bronze,1018,6.88,140,256,390,173,172
badminton,3,16,120,300,2,4,1,league,bronze,1442,4.85,32,39,440,666,95
kabaddi,2,8,17,350,7,4,0,league+knockout,bronze,1968,3.56,56,91,782,147,335
volleyball,1,14,13,300,6,2,0,knockout,silver,811,18.5,84,111,368,107,184
cricket,3,16,15,150,11,2,0,knockout,silver,1690,8.88,176,369,157,183,54
cricket,1,12,66,600,11,3,0,league,gold,13982,1.79,132,284,1332,2043,812
volleyball,1,24,276,1600,6,4,0,league,silver,11165,1.34,144,188,4035,2513,1826
cricket,3,12,38,200,11,5,0,league+knockout,gold,6037,4.14,132,286,588,560,165
volleyball,2,8,7,700,6,1,0,knockout,gold,736,33.97,48,68,286,58,160
badminton,2,8,17,400,2,4,0,league+knockout,bronze,1316,5.32,16,24,762,106,224
badminton,3,14,91,400,2,3,0,league,silver,1538,9.75,28,35,464,492,120
volleyball,1,16,67,1500,6,3,1,league+knockout,bronze,7369,0.95,96,147,2884,803,2028
cricket,1,10,26,1300,11,5,0,league+knockout,silver,25280,0.59,110,267,4827,678,3179
cricket,1,24,149,550,11,3,0,league+knockout,bronze,13486,0.52,264,631,1252,3600,698
cricket,1,20,104,1250,11,3,0,league+knockout,silver,24703,0.61,220,547,2668,3438,1981
badminton,1,8,28,1650,2,5,1,league,silver,11661,1.29,16,21,4931,234,2510
badminton,2,16,15,550,2,2,0,knockout,bronze,743,9.42,32,50,605,114,190
cricket,2,16,15,550,11,2,0,knockout,bronze,2897,2.42,176,409,816,330,415
volleyball,2,10,9,900,6,1,1,knockout,silver,750,20.0,60,91,350,81,123
volleyball,3,16,15,150,6,2,0,knockout,gold,512,48.83,96,122,102,66,45
badminton,3,8,7,200,2,2,0,knockout,bronze,194,36.08,16,22,151,34,36
cricket,1,8,17,1850,11,6,0,league+knockout,gold,43684,0.57,88,203,7459,407,4369
badminton,2,24,276,500,2,4,0,league,gold,4900,5.1,48,72,897,1513,374
football,2,12,38,200,11,3,0,league+knockout,silver,3350,4.48,132,245,339,591,134
cricket,2,32,31,800,11,2,0,knockout,bronze,4462,1.57,352,707,1072,567,607
kabaddi,3,16,15,250,7,2,0,knockout,silver,802,18.7,112,178,216,109,53
basketball,3,16,120,350,5,2,1,league,platinum,3052,16.38,80,102,294,612,82
kabaddi,3,24,149,350,7,6,0,league+knockout,bronze,3649,1.92,168,284,939,984,241
basketball,3,16,15,450,5,2,0,knockout,silver,867,17.3,80,126,369,86,93
volleyball,2,16,15,950,6,2,0,knockout,bronze,1160,6.03,96,141,872,87,432
cricket,1,20,190,1300,11,4,0,league,bronze,24423,0.29,220,459,3813,7243,1666
volleyball,2,14,13,450,6,2,0,knockout,silver,821,18.27,84,127,413,95,145
basketball,2,12,11,300,5,1,0,knockout,silver,568,26.41,60,93,181,90,70
kabaddi,2,10,9,950,7,2,0,knockout,gold,3176,7.87,70,114,1211,96,626
volleyball,3,16,15,250,6,2,0,knockout,gold,663,37.71,96,125,192,82,63
cricket,1,8,7,750,11,1,0,knockout,silver,2277,6.59,88,193,524,224,236
cricket,1,32,496,1450,11,4,0,league,bronze,34374,0.2,352,714,4085,11886,1824
cricket,1,8,28,300,11,2,1,league,silver,5530,2.71,88,184,497,895,368
badminton,1,20,104,1150,2,6,1,league+knockout,bronze,9925,0.71,40,57,4037,910,2579
basketball,2,20,190,800,5,3,0,league,silver,6328,2.37,100,148,1223,2007,598
football,2,16,120,900,11,4,0,league,gold,13261,1.89,176,340,1800,2243,680
volleyball,3,8,28,150,6,5,0,league,silver,784,19.13,48,64,311,113,75
volleyball,2,16,67,150,6,4,1,league+knockout,silver,1839,8.16,96,139,248,467,165
badminton,2,32,496,550,2,3,0,league,silver,6630,2.26,64,88,868,3487,404
kabaddi,3,24,23,500,7,2,0,knockout,bronze,1041,6.72,168,235,489,128,137
kabaddi,3,24,23,150,7,1,1,knockout,bronze,717,9.76,168,234,67,182,60
badminton,2,24,276,1000,2,3,0,league,platinum,9131,5.48,48,73,1681,2224,483
football,2,32,496,250,11,2,0,league,bronze,17807,0.39,352,692,271,10229,181
basketball,2,16,67,950,5,5,1,league+knockout,gold,10197,2.45,80,133,2231,729,913
volleyball,3,16,67,200,6,3,1,league+knockout,silver,1314,11.42,96,142,238,248,73
football,2,32,496,300,11,5,1,league,silver,28166,0.53,352,715,780,10168,404
football,2,16,120,400,11,2,1,league,bronze,5088,1.38,176,303,479,1858,175
volleyball,3,12,66,100,6,2,1,league,silver,816,18.38,72,105,77,288,26
football,3,16,67,300,11,6,1,league+knockout,bronze,4482,1.56,176,364,844,746,165
basketball,1,32,31,450,5,2,0,knockout,bronze,1459,4.8,160,275,512,438,307
kabaddi,3,8,28,100,7,4,0,league,silver,881,17.03,56,92,147,217,32
volleyball,2,6,5,300,6,1,1,knockout,silver,377,39.79,36,47,142,44,85
volleyball,1,4,3,1350,6,2,0,knockout,gold,3236,7.73,24,35,1658,26,982
basketball,3,32,496,200,5,3,1,league,silver,6738,2.23,160,239,214,3173,89
basketball,3,20,104,200,5,4,0,league+knockout,bronze,1973,3.55,100,158,346,772,100
badminton,3,16,120,50,2,2,1,league,gold,1177,21.24,32,41,35,502,13
kabaddi,2,12,38,550,7,4,1,league+knockout,bronze,3661,1.91,84,143,1361,358,397
cricket,1,4,3,1500,11,1,1,knockout,silver,4292,3.49,44,98,1198,71,718
basketball,2,10,9,300,5,1,1,knockout,silver,591,25.38,50,84,152,94,79
football,3,8,7,50,11,1,0,knockout,gold,694,36.02,88,151,23,90,18
badminton,2,20,190,850,2,2,0,league,gold,4366,5.73,40,59,780,1483,225
football,2,16,15,300,11,2,0,knockout,bronze,1348,5.19,176,321,302,225,174
badminton,2,24,23,900,2,1,0,knockout,silver,1011,14.84,48,68,508,153,234
volleyball,2,10,9,550,6,2,1,knockout,bronze,688,10.17,60,90,436,75,201
football,3,12,38,150,11,6,0,league+knockout,gold,3604,6.94,132,210,456,328,114
basketball,2,24,149,750,5,5,0,league+knockout,silver,7205,2.08,120,194,1932,1120,676
kabaddi,1,10,9,1550,7,1,0,knockout,silver,2500,6.0,70,127,1107,141,638
volleyball,2,16,15,650,6,2,1,knockout,silver,1191,12.59,96,137,541,134,211
kabaddi,2,32,31,150,7,2,1,knockout,gold,1934,12.93,224,350,147,296,134
basketball,2,8,28,900,5,4,0,league,gold,5393,4.64,40,62,1628,320,729
kabaddi,3,16,120,400,7,5,1,league,bronze,3048,2.3,112,153,885,854,236
cricket,2,32,263,600,11,5,0,league+knockout,gold,33557,0.75,352,729,1732,5869,940
football,2,32,31,850,11,1,0,knockout,silver,3324,4.51,352,678,466,405,315
cricket,2,20,104,1000,11,4,0,league+knockout,silver,16768,0.89,220,434,2674,1820,862
volleyball,1,32,496,1800,6,2,0,league,silver,12303,1.22,192,253,1870,6275,1003
badminton,1,10,45,1150,2,2,0,league,bronze,2842,2.46,20,24,1600,430,733
football,3,20,190,150,11,3,0,league,silver,5281,2.84,220,449,222,1615,102
basketball,3,8,17,350,5,3,0,league+knockout,silver,1196,12.54,40,65,362,109,95
kabaddi,2,12,38,600,7,5,1,league+knockout,bronze,4173,1.68,84,126,1613,328,520
kabaddi,2,32,263,550,7,6,0,league+knockout,silver,10773,1.39,224,396,1876,2404,892
football,2,8,7,950,11,1,0,knockout,gold,2449,10.21,88,153,645,126,294
cricket,2,14,13,650,11,2,1,knockout,silver,4086,3.67,154,348,906,335,284
football,2,16,15,1000,11,1,0,knockout,bronze,1840,3.8,176,324,559,222,355
volleyball,2,8,17,350,6,4,0,league+knockout,gold,1866,13.4,48,71,571,123,201
volleyball,2,24,23,750,6,2,1,knockout,silver,1559,9.62,144,190,648,181,302
cricket,2,8,28,200,11,5,1,league,silver,4183,3.59,88,176,567,512,194
badminton,1,8,7,300,2,1,1,knockout,platinum,563,88.81,16,23,157,56,83
cricket,2,16,67,300,11,5,1,league+knockout,bronze,8437,0.83,176,401,919,1639,465
badminton,1,12,66,1550,2,2,0,league,silver,4593,3.27,24,34,1761,746,837
volleyball,1,20,104,2000,6,3,0,league+knockout,silver,10268,1.46,120,161,3567,1279,1846
basketball,1,4,6,950,5,2,0,league,bronze,2049,3.42,20,32,1149,88,471
kabaddi,2,24,23,300,7,2,0,knockout,silver,1289,11.64,168,288,303,189,126
volleyball,3,16,15,450,6,2,1,knockout,gold,918,27.23,96,123,327,66,78
kabaddi,3,16,15,100,7,1,0,knockout,silver,587,25.55,112,170,48,113,46
volleyball,3,10,45,100,6,5,1,league,silver,858,17.48,60,77,176,236,48
kabaddi,1,16,15,600,7,1,1,knockout,platinum,2689,18.59,112,166,444,223,389
football,1,20,190,1650,11,5,1,league,gold,37759,0.66,220,402,5161,3935,3601
badminton,2,12,38,550,2,5,0,league+knockout,bronze,2378,2.94,24,37,1158,276,551
basketball,1,24,23,400,5,1,0,knockout,silver,1318,11.38,120,205,254,385,182
badminton,3,20,190,400,2,5,0,league,silver,2275,6.59,40,63,760,675,147
football,2,16,120,750,11,2,0,league,silver,8384,1.79,176,326,1015,2304,319
badminton,1,24,149,1950,2,6,0,league+knockout,silver,19477,0.77,48,62,7529,1641,3286
cricket,1,8,28,500,11,5,0,league,platinum,16548,3.02,88,194,2101,679,1478
kabaddi,2,32,496,650,7,5,1,league,silver,14933,1.0,224,306,2062,5012,626
badminton,3,12,11,100,2,2,0,knockout,silver,211,71.09,24,35,84,50,18
basketball,1,4,3,600,5,1,0,knockout,platinum,1183,42.27,20,28,345,50,243
football,3,8,7,300,11,1,1,knockout,silver,803,18.68,88,142,130,57,61
badminton,1,8,28,600,2,4,0,league,gold,4789,5.22,16,21,1626,232,943
football,2,16,15,300,11,1,0,knockout,silver,1725,8.7,176,304,199,293,178
basketball,3,14,91,150,5,5,0,league,silver,1554,9.65,70,91,293,464,83
kabaddi,2,16,120,500,7,3,1,league,bronze,3745,1.87,112,202,725,1331,382
volleyball,1,12,66,1900,6,5,1,league,silver,13301,1.13,72,106,5907,766,2409
badminton,2,16,15,500,2,2,1,knockout,silver,880,17.05,32,46,448,85,175
kabaddi,2,16,67,150,7,5,0,league+knockout,gold,3880,6.44,112,200,356,872,129
kabaddi,2,8,28,850,7,4,1,league,silver,5400,2.78,56,94,1884,344,598
basketball,3,24,23,100,5,1,0,knockout,gold,717,34.87,120,200,41,112,26
badminton,3,6,9,300,2,4,1,league+knockout,bronze,729,9.6,12,15,409,41,83
kabaddi,2,16,15,900,7,2,0,knockout,platinum,3515,14.22,112,197,1002,178,464
badminton,2,8,7,650,2,1,0,knockout,gold,652,38.34,16,23,289,61,133
badminton,2,16,15,600,2,1,1,knockout,silver,648,23.15,32,51,280,112,104
cricket,2,12,66,250,11,2,1,league,bronze,4487,1.56,132,259,283,1326,198
badminton,2,16,67,350,2,4,1,league+knockout,bronze,1766,3.96,32,46,586,426,266
badminton,2,14,51,950,2,6,0,league+knockout,bronze,4123,1.7,28,38,2381,447,653
football,3,16,67,250,11,4,0,league+knockout,silver,4485,3.34,176,359,525,733,136
football,2,32,31,600,11,1,0,knockout,silver,2982,5.03,352,594,299,473,270
kabaddi,1,16,15,550,7,1,0,knockout,bronze,999,7.01,112,199,325,173,301
badminton,2,12,38,700,2,6,0,league+knockout,silver,4455,3.37,24,36,1920,303,591
football,1,16,67,500,11,6,0,league+knockout,gold,16941,1.48,176,354,1982,1856,1461
volleyball,2,8,28,900,6,4,0,league,silver,3179,4.72,48,65,1452,205,709
badminton,2,16,120,950,2,5,0,league,silver,5856,2.56,32,48,2178,1009,1071
badminton,1,20,190,700,2,2,0,league,silver,4393,3.41,40,58,737,2066,353
cricket,2,8,28,400,11,2,1,league,gold,5814,4.3,88,184,576,667,194
badminton,2,24,276,850,2,5,1,league,silver,8671,1.73,48,69,2156,2419,1043
kabaddi,3,6,15,150,7,5,0,league,silver,1024,14.65,42,57,321,110,102
football,2,24,23,450,11,1,0,knockout,gold,2852,8.77,264,456,298,318,185
volleyball,1,16,67,1950,6,4,0,league+knockout,bronze,10109,0.69,96,133,4723,785,3417
basketball,2,16,15,950,5,1,0,knockout,gold,1386,18.04,80,131,466,122,165
cricket,2,16,120,550,11,5,1,league,gold,20378,1.23,176,441,1894,2782,697
volleyball,2,16,15,800,6,1,0,knockout,gold,992,25.2,96,118,373,105,143
kabaddi,3,16,120,200,7,5,0,league,silver,2605,5.76,112,181,486,722,107
basketball,2,6,5,400,5,1,0,knockout,gold,638,39.18,30,42,224,37,111
basketball,2,16,15,1000,5,1,0,knockout,platinum,2087,23.96,80,103,603,157,267
cricket,2,12,66,350,11,5,0,league,platinum,12542,3.99,132,257,1330,1206,516
badminton,1,8,28,1000,2,5,1,league,silver,6623,2.26,16,23,2643,306,1392
volleyball,1,8,17,1300,6,5,0,league+knockout,gold,9811,2.55,48,60,3281,176,1765
badminton,2,32,31,450,2,1,0,knockout,silver,643,23.33,64,87,190,216,86
badminton,1,8,7,1650,2,1,0,knockout,silver,1379,10.88,16,23,887,68,385
basketball,1,8,17,750,5,5,0,league+knockout,gold,9612,2.6,40,63,2753,187,1271
kabaddi,1,16,120,600,7,3,1,league,gold,10199,2.45,112,188,1314,2260,623
cricket,2,20,190,450,11,5,0,league,silver,19421,0.77,220,553,1551,5084,584
cricket,1,14,13,1700,11,1,0,knockout,gold,6268,3.99,154,303,1184,470,675
badminton,1,12,11,550,2,2,0,knockout,platinum,1857,26.93,24,32,659,139,384
kabaddi,2,16,15,800,7,1,0,knockout,silver,1219,12.31,112,194,389,180,141
badminton,2,24,276,650,2,4,1,league,silver,5247,2.86,48,71,1298,1649,404
cricket,2,6,15,700,11,3,0,league,silver,5740,2.61,66,155,1316,386,439
kabaddi,1,8,17,950,7,3,1,league+knockout,bronze,5015,1.4,56,80,1719,235,1120
cricket,2,16,15,850,11,2,0,knockout,silver,4109,3.65,176,337,1046,269,455
kabaddi,2,10,9,300,7,1,1,knockout,bronze,530,13.21,70,118,185,78,75
football,2,6,5,250,11,2,0,knockout,platinum,1530,32.68,66,116,296,74,128
basketball,1,14,13,1800,5,2,0,knockout,bronze,3365,2.08,70,120,2311,172,1229
football,2,16,120,650,11,4,0,league,silver,8550,1.75,176,309,1381,1915,441
basketball,2,20,104,650,5,6,0,league+knockout,gold,9864,2.53,100,160,2355,980,832
badminton,2,16,120,650,2,3,0,league,bronze,2472,2.83,32,44,1087,865,413
badminton,2,16,120,400,2,2,0,league,gold,2150,11.63,32,49,351,690,152
cricket,1,24,23,2000,11,1,0,knockout,bronze,5522,1.27,264,616,1535,843,832
volleyball,3,12,66,200,6,2,0,league,gold,997,25.08,72,102,122,295,31
kabaddi,3,16,15,350,7,1,0,knockout,bronze,545,12.84,112,192,152,94,56
cricket,3,10,45,300,11,3,0,league,silver,3837,3.91,110,210,500,606,153
basketball,1,8,17,1850,5,5,1,league+knockout,bronze,14304,0.49,40,58,6098,253,3104
basketball,3,8,7,100,5,2,0,knockout,silver,252,59.52,40,54,70,34,21
basketball,2,24,149,300,5,5,1,league+knockout,silver,5700,2.63,120,161,842,1271,461
basketball,1,8,28,1200,5,3,0,league,bronze,4488,1.56,40,51,2075,340,1348
badminton,1,16,67,600,2,6,1,league+knockout,gold,8650,2.89,32,46,2084,715,1109
football,1,16,120,500,11,2,0,league,gold,11765,2.12,176,278,676,2929,589
kabaddi,2,14,91,200,7,5,1,league,silver,3618,4.15,98,137,599,918,242
badminton,1,16,67,850,2,4,1,league+knockout,bronze,4889,1.43,32,51,2123,670,879
football,2,20,19,400,11,1,1,knockout,bronze,1717,4.08,220,384,261,350,148
kabaddi,2,16,67,250,7,6,1,league+knockout,platinum,7906,6.32,112,175,951,784,508
football,3,12,11,50,11,2,1,knockout,gold,1142,21.89,132,216,47,110,39
football,1,16,120,300,11,2,0,league,bronze,7235,0.97,176,335,435,3504,314
volleyball,1,6,9,1050,6,4,1,league+knockout,bronze,4617,1.52,36,51,2449,78,1119
cricket,2,8,7,700,11,2,0,knockout,bronze,2187,3.2,88,184,802,122,424
football,1,16,67,1050,11,5,0,league+knockout,silver,18109,0.83,176,329,3383,1825,2076
cricket,2,20,190,950,11,4,1,league,platinum,30781,1.62,220,545,2551,3355,869
kabaddi,1,16,67,400,7,3,1,league+knockout,silver,5425,2.76,112,189,878,822,603
cricket,3,10,9,350,11,2,0,knockout,silver,1670,8.98,110,210,401,120,87
volleyball,3,16,15,350,6,2,1,knockout,gold,907,27.56,96,147,290,51,98
badminton,3,16,120,150,2,5,1,league,gold,1701,14.7,32,43,246,506,73
football,2,8,28,800,11,5,0,league,bronze,5786,1.21,88,174,2360,496,692
badminton,3,12,11,450,2,1,1,knockout,gold,511,48.92,24,35,198,54,54
cricket,3,16,15,250,11,2,0,knockout,platinum,2965,16.86,176,414,234,202,72
football,2,10,9,750,11,2,0,knockout,silver,2469,6.08,110,225,821,180,310
cricket,2,10,9,950,11,1,1,knockout,gold,3349,7.46,110,236,543,238,202
cricket,1,6,5,1150,11,2,0,knockout,bronze,4166,1.68,66,162,1609,163,1086
kabaddi,2,8,28,300,7,5,0,league,platinum,3417,14.63,56,80,716,274,280
volleyball,1,8,7,1600,6,1,0,knockout,gold,1957,12.77,48,69,882,70,579
volleyball,2,12,66,600,6,2,0,league,platinum,2845,17.57,72,92,562,453,300
badminton,1,16,15,1950,2,1,0,knockout,gold,2431,10.28,32,48,1050,182,633
football,2,12,38,1000,11,3,0,league+knockout,silver,8328,1.8,132,245,1684,762,759
cricket,1,16,15,1100,11,2,0,knockout,silver,6797,2.21,176,375,1814,523,888
badminton,2,12,11,650,2,2,0,knockout,silver,935,16.04,24,38,567,83,223
cricket,2,8,7,850,11,2,0,knockout,silver,3458,4.34,88,180,1077,163,413
cricket,3,8,7,50,11,1,1,knockout,silver,875,17.14,88,206,29,89,22
cricket,2,8,7,450,11,1,1,knockout,gold,2339,10.69,88,211,327,166,136
basketball,2,10,9,600,5,1,1,knockout,bronze,643,10.89,50,64,345,69,138
kabaddi,3,16,15,200,7,2,0,knockout,silver,755,19.87,112,176,184,83,74
football,2,20,104,850,11,4,1,league+knockout,silver,14286,1.05,220,341,2317,1926,682
