sport,city_tier,current_registrations,days_since_open,total_days_available,max_teams,entry_fee,prize_pool,has_sponsor,format,fill_percentage,days_remaining,projected_registrations,fill_rate,label
football,2,12,6,18,16,2000,7000,0,knockout,75.0,12,24.0,3.242,oversubscribed
badminton,3,10,3,7,24,1050,4500,0,league+knockout,41.7,4,17.4,0.725,wont_fill
badminton,1,11,1,8,20,600,33000,1,knockout,55.0,7,30.0,10.4,oversubscribed
cricket,3,3,15,18,8,250,4500,0,knockout,37.5,3,3.6,0.451,wont_fill
badminton,1,5,13,17,8,3750,29000,0,league,62.5,4,9.5,1.189,oversubscribed
football,1,4,11,17,24,4500,11500,0,league,16.7,6,10.7,0.447,wont_fill
cricket,2,1,14,18,8,800,18500,0,league,12.5,4,2.2,0.274,wont_fill
cricket,1,9,20,21,12,4800,11000,1,knockout,75.0,1,11.5,0.962,will_fill
badminton,1,14,10,14,32,2700,39500,0,league,43.8,4,29.5,0.923,will_fill
badminton,2,25,6,16,32,1700,15000,0,knockout,78.1,10,48.0,2.776,oversubscribed
kabaddi,2,10,8,8,16,1150,15000,1,knockout,62.5,0,9.7,0.604,wont_fill
volleyball,1,2,8,14,16,1250,14000,0,knockout,12.5,6,5.6,0.35,wont_fill
basketball,2,2,1,5,16,1950,7000,1,league+knockout,12.5,4,13.1,0.816,wont_fill
cricket,3,10,12,16,16,1250,1500,0,knockout,62.5,4,17.7,1.105,will_fill
basketball,3,2,6,21,8,1050,2000,0,league,25.0,15,6.5,0.814,wont_fill
badminton,2,4,11,14,14,2300,18500,1,league,28.6,3,6.0,0.425,wont_fill
cricket,2,9,4,11,16,600,21000,1,knockout,56.2,7,24.0,3.175,oversubscribed
basketball,2,2,8,8,8,1250,24000,0,league,25.0,0,3.4,0.426,wont_fill
cricket,2,4,15,18,12,750,12500,1,league,33.3,3,5.6,0.467,wont_fill
basketball,2,4,8,8,8,1250,17000,0,league,50.0,0,3.8,0.473,wont_fill
basketball,3,4,2,6,16,600,5500,1,knockout,25.0,4,13.2,0.827,will_fill
basketball,2,3,3,16,16,2000,6500,0,knockout,18.8,13,22.6,1.411,oversubscribed
kabaddi,3,6,16,20,8,800,6000,1,knockout,75.0,4,8.0,0.995,will_fill
badminton,2,1,5,13,16,1300,14500,1,league+knockout,6.2,8,1.1,0.068,wont_fill
kabaddi,1,2,3,17,20,2000,14500,0,knockout,10.0,14,16.5,0.825,will_fill
basketball,1,2,1,19,20,2450,35500,0,league,10.0,18,30.0,3.198,oversubscribed
football,2,2,1,6,4,950,14500,1,league,50.0,5,6.0,5.598,oversubscribed
volleyball,2,4,4,16,10,2150,13500,0,league,40.0,12,15.0,1.637,oversubscribed
badminton,2,5,13,15,8,2200,21500,0,knockout,62.5,2,7.3,0.916,will_fill
volleyball,2,6,13,17,24,1450,13500,0,league+knockout,25.0,4,11.1,0.462,wont_fill
badminton,1,8,6,10,16,3750,42000,0,league+knockout,50.0,4,17.0,1.064,will_fill
badminton,2,10,1,18,32,2950,7500,0,league,31.2,17,48.0,5.669,oversubscribed
badminton,2,8,6,16,32,2800,16000,1,league,25.0,10,24.3,0.758,wont_fill
badminton,2,19,8,15,32,2200,6000,1,league+knockout,59.4,7,35.8,1.119,will_fill
basketball,1,11,3,10,20,3950,9500,0,league+knockout,55.0,7,30.0,2.239,oversubscribed
volleyball,3,16,12,20,20,200,4500,0,knockout,80.0,8,30.0,1.546,oversubscribed
cricket,1,13,4,13,20,3500,47000,0,knockout,65.0,9,30.0,4.51,oversubscribed
badminton,3,7,6,7,8,1450,9500,0,league+knockout,87.5,1,8.5,1.068,will_fill
football,3,7,5,11,14,1200,11000,0,knockout,50.0,6,17.8,1.272,oversubscribed
basketball,3,14,7,17,32,1300,8000,1,knockout,43.8,10,40.5,1.266,oversubscribed
football,2,20,9,10,20,2800,24500,1,knockout,100.0,1,25.6,1.281,oversubscribed
kabaddi,2,1,5,9,4,1200,6500,1,league,25.0,4,2.0,0.511,wont_fill
kabaddi,2,2,2,21,8,1200,6000,1,league,25.0,19,12.0,2.719,oversubscribed
cricket,3,7,6,8,16,900,5500,0,league,43.8,2,11.0,0.688,wont_fill
cricket,2,2,6,6,16,1350,3500,0,knockout,12.5,0,2.4,0.147,wont_fill
cricket,3,10,1,8,16,450,6000,0,league,62.5,7,24.0,5.551,oversubscribed
football,3,5,6,8,8,1050,9000,0,league,62.5,2,7.9,0.986,will_fill
football,1,14,5,21,16,4300,23500,1,league,87.5,16,24.0,7.221,oversubscribed
volleyball,3,24,3,7,32,1400,8000,0,league,75.0,4,48.0,1.516,oversubscribed
football,2,4,11,18,14,1800,6000,1,league+knockout,28.6,7,8.9,0.633,wont_fill
volleyball,1,0,9,15,6,1800,37500,0,knockout,0.0,6,0.0,0.0,wont_fill
cricket,2,4,10,15,12,850,3500,1,league+knockout,33.3,5,7.3,0.607,wont_fill
kabaddi,3,6,2,6,20,150,4000,0,league,30.0,4,15.2,0.761,wont_fill
cricket,1,4,11,13,8,4950,20000,0,knockout,50.0,2,8.5,1.059,will_fill
basketball,1,4,8,9,10,800,35000,0,league+knockout,40.0,1,4.0,0.403,wont_fill
volleyball,1,1,2,11,12,3750,24500,0,knockout,8.3,9,6.6,0.546,wont_fill
volleyball,1,15,9,16,16,1200,48500,1,knockout,93.8,7,24.0,2.968,oversubscribed
football,3,2,3,14,12,350,9500,1,league+knockout,16.7,11,11.1,0.921,will_fill
badminton,2,4,12,16,20,2150,16500,0,league,20.0,4,5.8,0.29,wont_fill
kabaddi,3,3,8,11,14,300,9500,1,league+knockout,21.4,3,6.0,0.427,wont_fill
football,2,3,12,13,4,1850,10500,0,knockout,75.0,1,3.5,0.879,will_fill
kabaddi,2,2,14,17,12,2000,5000,0,knockout,16.7,3,2.0,0.169,wont_fill
badminton,1,5,4,7,8,3900,48500,0,league,62.5,3,12.0,1.713,oversubscribed
volleyball,2,2,4,18,20,2750,12500,0,league,10.0,14,9.0,0.45,wont_fill
basketball,1,13,7,7,16,950,19500,0,league+knockout,81.2,0,13.3,0.832,will_fill
basketball,1,24,9,11,24,4000,8000,0,league,100.0,2,36.0,1.814,oversubscribed
football,2,4,4,6,16,1450,14500,1,knockout,25.0,2,9.8,0.611,wont_fill
kabaddi,2,0,14,20,8,650,13000,0,knockout,0.0,6,0.0,0.0,wont_fill
basketball,1,19,4,11,32,2800,10000,1,league,59.4,7,48.0,2.394,oversubscribed
badminton,3,4,4,6,14,800,11000,1,knockout,28.6,2,5.3,0.375,wont_fill
volleyball,2,4,4,16,14,700,6500,0,league+knockout,28.6,12,14.6,1.04,will_fill
kabaddi,3,1,7,8,6,1400,10500,0,knockout,16.7,1,1.6,0.263,wont_fill
kabaddi,1,1,7,7,16,4850,43500,1,knockout,6.2,0,1.7,0.104,wont_fill
basketball,1,12,12,20,16,3650,2500,1,league,75.0,8,24.0,1.965,oversubscribed
cricket,2,4,2,10,10,1850,9500,0,knockout,40.0,8,15.0,3.256,oversubscribed
volleyball,2,5,6,15,8,950,7000,0,league+knockout,62.5,9,12.0,1.544,oversubscribed
volleyball,2,24,10,11,24,1950,15000,0,knockout,100.0,1,32.1,1.339,oversubscribed
badminton,1,8,2,17,24,800,41000,0,knockout,33.3,15,36.0,5.632,oversubscribed
badminton,1,5,1,5,8,700,37500,0,knockout,62.5,4,12.0,8.188,oversubscribed
volleyball,1,6,14,15,16,4800,43000,1,league,37.5,1,7.4,0.462,wont_fill
badminton,3,3,3,6,8,1350,9500,0,knockout,37.5,3,7.6,0.952,will_fill
volleyball,2,7,1,16,10,2250,22000,0,league+knockout,70.0,15,15.0,10.492,oversubscribed
basketball,1,0,10,21,4,2950,20000,0,league,0.0,11,0.0,0.0,wont_fill
kabaddi,2,16,15,16,24,600,9000,1,knockout,66.7,1,17.0,0.707,wont_fill
football,2,5,13,14,8,900,15500,0,league,62.5,1,6.5,0.807,wont_fill
football,1,6,2,7,16,2450,30500,0,league,37.5,5,24.0,2.118,oversubscribed
badminton,3,5,16,18,8,950,1500,0,league,62.5,2,5.6,0.702,wont_fill
cricket,1,0,8,19,8,4900,16000,0,league+knockout,0.0,11,0.7,0.081,wont_fill
kabaddi,2,5,8,13,8,1200,11500,0,knockout,62.5,5,9.6,1.195,oversubscribed
cricket,3,4,3,10,16,950,8500,1,league+knockout,25.0,7,14.1,0.883,will_fill
football,2,6,5,12,12,2750,4000,0,league+knockout,50.0,7,16.9,1.412,oversubscribed
basketball,2,3,5,7,16,1050,18000,0,knockout,18.8,2,5.6,0.347,wont_fill
cricket,2,14,4,5,32,2100,20500,1,league,43.8,1,25.7,0.802,wont_fill
volleyball,3,15,10,11,16,200,2000,0,knockout,93.8,1,15.6,0.972,will_fill
cricket,3,7,6,13,12,1450,4000,0,knockout,58.3,7,18.0,1.569,oversubscribed
badminton,1,7,2,8,20,1300,31500,0,league+knockout,35.0,6,30.0,1.952,oversubscribed
basketball,3,0,5,8,8,400,11500,0,knockout,0.0,3,0.0,0.0,wont_fill
badminton,3,3,2,5,8,550,2500,0,league+knockout,37.5,3,6.4,0.801,wont_fill
volleyball,2,10,3,8,16,2850,12000,1,knockout,62.5,5,24.0,2.01,oversubscribed
basketball,2,4,8,10,8,1800,22000,1,league,50.0,2,7.7,0.96,will_fill
basketball,3,2,14,21,14,200,3000,0,league,14.3,7,3.2,0.226,wont_fill
basketball,3,3,6,9,16,500,2500,1,league,18.8,3,3.8,0.235,wont_fill
volleyball,1,8,8,11,12,2900,5500,0,league,66.7,3,13.9,1.162,oversubscribed
football,2,4,12,14,10,550,15500,0,league,40.0,2,7.2,0.723,wont_fill
basketball,3,1,2,20,10,1200,7000,0,league,10.0,18,7.8,0.776,wont_fill
football,3,11,12,13,16,1200,3500,0,league,68.8,1,11.2,0.698,wont_fill
basketball,1,1,2,8,12,2500,5000,1,knockout,8.3,6,7.3,0.609,wont_fill
football,2,2,17,21,8,1450,11000,0,knockout,25.0,4,3.8,0.478,wont_fill
kabaddi,2,6,11,14,16,1050,25000,0,league+knockout,37.5,3,7.8,0.487,wont_fill
badminton,3,4,6,8,12,1350,8000,0,league+knockout,33.3,2,6.0,0.499,wont_fill
football,2,2,5,6,10,1700,3500,0,league,20.0,1,2.2,0.22,wont_fill
badminton,2,2,1,19,10,2700,23500,0,league+knockout,20.0,18,15.0,3.687,oversubscribed
volleyball,1,17,18,20,20,3400,21000,0,league,85.0,2,20.5,1.026,will_fill
cricket,3,12,8,10,32,1300,8000,1,league+knockout,37.5,2,18.5,0.579,wont_fill
badminton,1,3,8,14,6,2900,2500,1,league,50.0,6,7.1,1.176,oversubscribed
kabaddi,3,5,13,15,12,1450,3000,0,league,41.7,2,4.9,0.409,wont_fill
basketball,1,8,11,20,16,1850,12000,0,league+knockout,50.0,9,18.5,1.157,oversubscribed
volleyball,2,2,9,18,8,1350,22500,0,knockout,25.0,9,5.3,0.658,wont_fill
football,3,5,9,13,10,1350,3500,1,knockout,50.0,4,10.0,0.995,will_fill
volleyball,2,9,8,13,12,2350,18000,0,league,75.0,5,16.8,1.401,oversubscribed
football,1,5,6,6,14,5000,17000,0,knockout,35.7,0,6.2,0.44,wont_fill
cricket,2,5,4,8,20,1950,24000,0,knockout,25.0,4,15.7,0.787,wont_fill
basketball,2,3,7,7,10,500,20500,0,league+knockout,30.0,0,1.9,0.187,wont_fill
kabaddi,1,6,7,12,8,1000,17500,0,league,75.0,5,12.0,1.753,oversubscribed
badminton,1,7,7,7,12,2050,16500,0,league+knockout,58.3,0,7.2,0.598,wont_fill
kabaddi,3,2,1,10,6,750,3500,0,league,33.3,9,9.0,2.406,oversubscribed
cricket,2,6,7,8,16,400,21000,0,league,37.5,1,6.6,0.411,wont_fill
basketball,2,4,3,11,24,2150,24000,0,league+knockout,16.7,8,13.4,0.56,wont_fill
basketball,1,4,2,20,8,2800,14000,0,league+knockout,50.0,18,12.0,7.054,oversubscribed
cricket,1,5,5,12,20,2250,5000,0,league+knockout,25.0,7,18.9,0.944,will_fill
volleyball,1,1,4,10,8,2400,46500,1,league,12.5,6,4.3,0.542,wont_fill
basketball,3,3,7,11,16,500,6500,1,league+knockout,18.8,4,5.0,0.315,wont_fill
football,1,1,1,7,14,1950,49500,0,knockout,7.1,6,16.8,1.197,oversubscribed
cricket,3,15,11,15,20,750,9000,0,knockout,75.0,4,26.7,1.334,oversubscribed
badminton,2,8,10,14,16,1900,2500,0,league+knockout,50.0,4,12.8,0.801,wont_fill
badminton,1,3,9,11,8,2800,29000,1,league+knockout,37.5,2,5.0,0.626,wont_fill
basketball,1,21,3,14,24,2350,9500,0,knockout,87.5,11,36.0,6.723,oversubscribed
cricket,1,11,4,10,16,1800,5500,0,knockout,68.8,6,24.0,3.141,oversubscribed
kabaddi,3,4,5,17,10,1000,11500,0,knockout,40.0,12,13.1,1.307,oversubscribed
volleyball,2,3,6,11,8,1700,3000,0,league,37.5,5,5.9,0.734,wont_fill
basketball,1,3,5,8,6,3800,19000,1,league,50.0,3,7.4,1.23,oversubscribed
kabaddi,2,7,2,19,16,850,13000,1,knockout,43.8,17,24.0,5.315,oversubscribed
badminton,2,17,5,7,24,2500,18000,0,league,70.8,2,29.9,1.246,oversubscribed
cricket,2,7,8,21,16,1600,13500,1,knockout,43.8,13,24.0,2.248,oversubscribed
kabaddi,1,0,15,15,8,2850,15500,0,league+knockout,0.0,0,0.0,0.0,wont_fill
basketball,2,5,6,7,16,400,9500,0,knockout,31.2,1,7.9,0.491,wont_fill
badminton,1,0,3,10,4,1000,35500,0,league+knockout,0.0,7,0.0,0.0,wont_fill
football,2,5,5,5,6,2050,12500,1,knockout,83.3,0,4.3,0.714,wont_fill
kabaddi,2,7,17,20,8,2250,5000,0,knockout,87.5,3,9.6,1.195,oversubscribed
volleyball,2,2,6,6,6,2350,12000,0,knockout,33.3,0,2.2,0.364,wont_fill
kabaddi,3,3,5,17,14,950,10000,0,knockout,21.4,12,7.8,0.561,wont_fill
kabaddi,2,6,1,9,10,2250,7000,0,knockout,60.0,8,15.0,5.667,oversubscribed
badminton,2,3,18,19,8,1300,9500,0,league,37.5,1,3.1,0.382,wont_fill
badminton,1,1,1,7,4,800,6000,0,league,25.0,6,6.0,2.786,oversubscribed
basketball,3,3,2,16,20,100,10000,1,knockout,15.0,14,30.0,1.84,oversubscribed
basketball,2,10,12,17,14,2600,19500,1,knockout,71.4,5,19.9,1.422,oversubscribed
badminton,1,19,10,18,20,4950,47500,0,league,95.0,8,30.0,2.385,oversubscribed
football,2,14,13,13,16,2100,9500,1,league,87.5,0,12.5,0.784,wont_fill
volleyball,1,8,4,14,32,1050,26000,0,league,25.0,10,32.8,1.025,will_fill
cricket,1,12,10,19,14,3600,14500,1,league,85.7,9,21.0,3.208,oversubscribed
volleyball,2,7,8,13,8,2800,9000,1,league+knockout,87.5,5,12.0,1.533,oversubscribed
kabaddi,3,1,1,5,6,850,5500,0,league,16.7,4,4.2,0.707,wont_fill
badminton,2,8,7,14,16,1300,8500,1,league,50.0,7,19.9,1.246,oversubscribed
cricket,1,4,4,8,12,4050,29000,0,knockout,33.3,4,16.3,1.356,oversubscribed
kabaddi,3,11,5,6,32,650,1500,1,league,34.4,1,12.2,0.383,wont_fill
kabaddi,1,18,15,18,32,3750,18500,1,league+knockout,56.2,3,27.1,0.847,will_fill
cricket,3,4,6,17,20,1300,10500,0,knockout,20.0,11,13.3,0.667,wont_fill
volleyball,3,8,19,21,12,1500,2000,0,league+knockout,66.7,2,8.9,0.743,wont_fill
volleyball,3,0,7,9,8,400,7500,0,knockout,0.0,2,0.1,0.01,wont_fill
cricket,2,6,7,7,16,2050,2000,1,knockout,37.5,0,5.2,0.324,wont_fill
badminton,2,6,6,11,8,1150,17500,0,league,75.0,5,12.0,1.672,oversubscribed
basketball,2,9,1,6,10,1000,4000,1,knockout,90.0,5,15.0,8.047,oversubscribed
volleyball,3,14,3,11,20,200,12000,0,knockout,70.0,8,30.0,2.728,oversubscribed
kabaddi,1,3,5,21,16,850,15500,1,league+knockout,18.8,16,15.0,0.938,will_fill
basketball,2,8,4,20,16,1750,21000,0,league,50.0,16,24.0,2.881,oversubscribed
basketball,2,11,6,6,16,800,22500,0,league+knockout,68.8,0,10.6,0.661,wont_fill
football,3,1,7,14,16,700,2500,0,knockout,6.2,7,1.4,0.089,wont_fill
football,3,6,6,15,32,200,11000,1,league+knockout,18.8,9,18.1,0.564,wont_fill
kabaddi,1,9,3,20,16,2750,42000,0,knockout,56.2,17,24.0,5.572,oversubscribed
badminton,3,9,7,11,12,1150,4000,1,knockout,75.0,4,14.4,1.198,oversubscribed
volleyball,2,1,5,13,4,1800,21500,0,knockout,25.0,8,3.1,0.78,wont_fill
cricket,1,7,9,12,8,1800,37000,1,league,87.5,3,12.0,2.201,oversubscribed
basketball,1,7,6,7,10,550,24000,0,league+knockout,70.0,1,10.8,1.082,will_fill
kabaddi,3,2,4,17,16,250,8500,0,league+knockout,12.5,13,6.4,0.398,wont_fill
football,2,2,6,19,16,800,16500,0,knockout,12.5,13,8.7,0.546,wont_fill
cricket,1,1,10,12,12,1400,16000,1,knockout,8.3,2,2.5,0.207,wont_fill
badminton,2,3,16,18,16,350,7500,0,league,18.8,2,5.6,0.351,wont_fill
cricket,3,6,9,10,12,350,5500,1,knockout,50.0,1,8.2,0.684,wont_fill
football,2,5,13,16,20,650,21500,1,knockout,25.0,3,7.9,0.397,wont_fill
kabaddi,2,8,11,11,32,2200,17500,0,knockout,25.0,0,7.6,0.239,wont_fill
football,1,6,2,7,10,4350,34000,0,league+knockout,60.0,5,15.0,2.99,oversubscribed
football,2,2,3,20,8,2000,20500,0,league+knockout,25.0,17,12.0,2.221,oversubscribed
badminton,2,0,7,7,8,2550,3500,0,league+knockout,0.0,0,0.1,0.007,wont_fill
cricket,2,1,6,15,6,1500,6500,1,knockout,16.7,9,3.7,0.613,wont_fill
volleyball,2,6,7,8,16,2050,1500,1,knockout,37.5,1,6.8,0.427,wont_fill
cricket,2,15,9,12,24,1700,10500,0,knockout,62.5,3,28.4,1.183,oversubscribed
football,2,5,3,5,8,2950,2000,0,league+knockout,62.5,2,11.3,1.416,oversubscribed
football,1,3,4,6,8,750,17000,0,knockout,37.5,2,9.3,1.163,oversubscribed
basketball,2,3,5,14,8,1600,11500,0,knockout,37.5,9,10.9,1.367,oversubscribed
volleyball,2,0,11,19,6,1750,14500,1,league,0.0,8,0.3,0.045,wont_fill
kabaddi,1,8,3,11,16,2000,49000,1,league,50.0,8,24.0,2.517,oversubscribed
basketball,3,11,1,16,16,100,5500,0,league,68.8,15,24.0,12.327,oversubscribed
kabaddi,1,10,17,20,20,1800,5500,0,knockout,50.0,3,14.0,0.702,wont_fill
badminton,3,1,3,9,8,750,3500,1,league,12.5,6,3.3,0.416,wont_fill
cricket,2,22,16,20,32,1850,8000,0,knockout,68.8,4,37.5,1.173,oversubscribed
football,3,8,8,12,20,1150,12000,0,knockout,40.0,4,17.5,0.877,will_fill
badminton,1,4,2,6,16,1150,29500,1,knockout,25.0,4,24.0,1.657,oversubscribed
football,2,6,3,11,12,1400,14000,0,knockout,50.0,8,18.0,2.766,oversubscribed
football,2,3,2,5,16,2750,13000,0,league,18.8,3,9.7,0.607,wont_fill
volleyball,2,4,2,5,16,2500,8500,0,knockout,25.0,3,11.9,0.741,wont_fill
cricket,3,4,5,16,8,1200,11500,0,knockout,50.0,11,12.0,2.178,oversubscribed
basketball,2,9,9,15,14,2800,23500,0,knockout,64.3,6,19.2,1.37,oversubscribed
football,2,10,5,9,16,2100,16500,1,league+knockout,62.5,4,24.0,1.528,oversubscribed
volleyball,1,16,1,13,24,4300,14000,0,league,66.7,12,36.0,10.478,oversubscribed
badminton,3,5,1,21,12,150,11000,0,knockout,41.7,20,18.0,10.741,oversubscribed
volleyball,2,9,19,19,16,2200,14500,1,knockout,56.2,0,7.3,0.458,wont_fill
volleyball,1,2,9,9,14,2850,27000,0,league+knockout,14.3,0,4.3,0.304,wont_fill
football,2,8,3,7,12,2250,2000,1,league+knockout,66.7,4,18.0,2.128,oversubscribed
badminton,2,3,10,15,8,2300,14500,0,league,37.5,5,5.3,0.666,wont_fill
badminton,3,6,2,12,16,250,6500,1,league,37.5,10,24.0,2.16,oversubscribed
cricket,3,11,2,6,16,200,8000,0,knockout,68.8,4,24.0,3.606,oversubscribed
kabaddi,2,5,3,18,16,2900,16500,0,league+knockout,31.2,15,24.0,1.539,oversubscribed
volleyball,1,3,2,5,16,3300,13000,0,league,18.8,3,9.9,0.62,wont_fill
volleyball,2,4,4,5,8,2150,25000,0,league+knockout,50.0,1,4.9,0.61,wont_fill
volleyball,1,4,7,10,6,1350,31500,0,league,66.7,3,8.3,1.389,oversubscribed
kabaddi,2,8,4,6,16,2650,5500,1,league+knockout,50.0,2,12.3,0.767,wont_fill
basketball,2,6,4,9,16,1000,6500,0,league,37.5,5,14.0,0.873,will_fill
football,3,5,16,16,10,550,9000,1,league,50.0,0,5.3,0.526,wont_fill
kabaddi,1,5,4,8,16,3000,49500,0,league+knockout,31.2,4,10.2,0.636,wont_fill
football,1,3,2,11,16,4800,18000,0,league+knockout,18.8,9,24.0,1.555,oversubscribed
badminton,3,5,5,11,20,1200,7500,0,knockout,25.0,6,11.8,0.588,wont_fill
basketball,1,10,10,10,16,4550,10000,1,league+knockout,62.5,0,8.2,0.514,wont_fill
basketball,2,3,10,21,10,1150,9500,0,league+knockout,30.0,11,7.1,0.706,wont_fill
volleyball,1,7,2,20,12,650,18500,1,league,58.3,18,18.0,10.234,oversubscribed
cricket,2,2,7,7,8,2150,22500,0,knockout,25.0,0,2.1,0.264,wont_fill
kabaddi,3,4,16,16,8,750,7500,0,league,50.0,0,3.8,0.471,wont_fill
badminton,3,10,5,8,20,1250,2000,0,knockout,50.0,3,17.4,0.868,will_fill
football,3,3,3,10,6,1000,3500,0,knockout,50.0,7,9.0,1.997,oversubscribed
football,1,7,8,10,12,800,5500,0,league,58.3,2,12.0,0.999,will_fill
cricket,2,3,2,6,12,1600,22500,0,league+knockout,25.0,4,12.0,0.996,will_fill
cricket,1,3,15,18,10,1700,22500,1,league,30.0,3,6.5,0.647,wont_fill
volleyball,2,10,2,6,20,1300,6000,0,knockout,50.0,4,30.0,1.848,oversubscribed
volleyball,2,12,12,19,24,300,11000,0,league,50.0,7,23.6,0.982,will_fill
football,1,2,8,12,8,1950,49500,1,league,25.0,4,5.6,0.703,wont_fill
volleyball,3,14,7,17,24,200,11000,0,knockout,58.3,10,36.0,1.602,oversubscribed
badminton,3,6,11,14,8,650,11500,0,knockout,75.0,3,7.9,0.988,will_fill
volleyball,3,9,10,18,12,550,2000,0,league,75.0,8,15.8,1.313,oversubscribed
football,2,6,14,16,20,1350,9500,1,knockout,30.0,2,7.2,0.359,wont_fill
cricket,3,11,1,20,24,1400,4000,0,league+knockout,45.8,19,36.0,8.439,oversubscribed
volleyball,1,6,13,14,8,3700,8500,0,knockout,75.0,1,6.6,0.824,will_fill
badminton,2,10,5,10,16,500,5500,0,league,62.5,5,21.7,1.359,oversubscribed
football,1,1,4,11,8,2800,33500,0,league,12.5,7,4.5,0.564,wont_fill
football,3,13,9,20,24,1050,5000,1,league,54.2,11,34.4,1.433,oversubscribed
volleyball,2,4,5,6,8,1350,5000,1,league,50.0,1,5.5,0.682,wont_fill
volleyball,3,1,2,14,10,850,9500,0,league+knockout,10.0,12,4.2,0.422,wont_fill
football,3,12,5,9,20,1450,6000,1,league+knockout,60.0,4,24.6,1.229,oversubscribed
kabaddi,2,0,9,12,4,1050,15000,0,knockout,0.0,3,0.0,0.0,wont_fill
basketball,1,6,3,11,10,3500,44500,1,league+knockout,60.0,8,15.0,3.356,oversubscribed
basketball,1,0,2,12,8,1350,19000,1,knockout,0.0,10,1.4,0.179,wont_fill
kabaddi,2,5,6,20,16,500,14000,1,league,31.2,14,21.6,1.352,oversubscribed
football,2,3,13,13,12,900,19500,0,knockout,25.0,0,2.7,0.222,wont_fill
badminton,2,2,14,20,8,850,2500,0,knockout,25.0,6,4.5,0.567,wont_fill
badminton,2,14,5,15,20,1500,14500,1,knockout,70.0,10,30.0,3.022,oversubscribed
basketball,3,3,1,5,6,1200,7500,0,knockout,50.0,4,9.0,3.188,oversubscribed
football,2,9,11,11,12,650,15000,0,league,75.0,0,9.0,0.748,wont_fill
football,2,7,10,11,8,2850,19000,0,league+knockout,87.5,1,8.0,1.005,will_fill
basketball,1,22,5,6,24,1950,26500,0,league+knockout,91.7,1,32.3,1.345,oversubscribed
badminton,2,11,6,20,24,400,7000,1,league+knockout,45.8,14,36.0,1.787,oversubscribed
football,1,7,12,19,16,3300,30500,0,league+knockout,43.8,7,16.8,1.048,will_fill
football,1,8,10,20,12,1350,7000,0,knockout,66.7,10,18.0,2.608,oversubscribed
kabaddi,1,5,6,16,20,3100,26000,0,league,25.0,10,17.2,0.861,will_fill
cricket,2,2,4,14,8,2650,16500,0,knockout,25.0,10,12.0,1.495,oversubscribed
badminton,2,1,10,17,8,900,7000,1,knockout,12.5,7,1.6,0.203,wont_fill
football,2,5,6,19,16,2350,21500,0,knockout,31.2,13,23.9,1.493,oversubscribed
badminton,3,13,3,10,24,950,4000,0,knockout,54.2,7,36.0,1.599,oversubscribed
kabaddi,1,5,7,8,12,1900,34000,0,league,41.7,1,6.3,0.523,wont_fill
badminton,2,5,12,20,8,1800,15500,0,knockout,62.5,8,12.0,1.511,oversubscribed
volleyball,2,4,1,8,14,1100,18500,0,knockout,28.6,7,21.0,2.734,oversubscribed
kabaddi,1,13,2,14,32,3550,36500,0,league,40.6,12,48.0,3.299,oversubscribed
kabaddi,1,6,4,5,16,2100,45500,0,league+knockout,37.5,1,9.6,0.599,wont_fill
football,1,3,7,16,8,4300,17000,0,league,37.5,9,11.1,1.385,oversubscribed
badminton,2,22,2,18,24,1400,22000,0,knockout,91.7,16,36.0,10.587,oversubscribed
kabaddi,2,6,10,14,16,400,11000,1,knockout,37.5,4,11.4,0.714,wont_fill
basketball,3,8,11,14,8,1050,6500,0,knockout,100.0,3,11.9,1.482,oversubscribed
football,2,9,2,7,12,1700,11500,0,league,75.0,5,18.0,3.231,oversubscribed
football,1,5,9,9,12,1500,7000,0,league,41.7,0,5.3,0.44,wont_fill
basketball,2,7,4,8,20,1300,6000,1,league,35.0,4,15.0,0.75,wont_fill
volleyball,2,2,4,17,12,1450,13500,0,knockout,16.7,13,9.8,0.817,wont_fill
basketball,3,3,4,18,4,650,11500,0,league+knockout,75.0,14,6.0,3.589,oversubscribed
kabaddi,2,12,18,19,16,1650,11500,0,league,75.0,1,13.8,0.864,will_fill
cricket,1,11,13,14,16,2900,20000,1,knockout,68.8,1,17.8,1.116,will_fill
badminton,2,8,4,6,12,2950,14500,0,knockout,66.7,2,14.1,1.171,oversubscribed
basketball,3,11,1,18,16,800,7000,0,league+knockout,68.8,17,24.0,9.783,oversubscribed
volleyball,2,4,1,5,16,1700,20000,0,knockout,25.0,4,24.0,1.669,oversubscribed
volleyball,2,3,3,11,16,850,10000,0,knockout,18.8,8,14.2,0.889,will_fill
football,1,4,6,6,20,850,49500,0,league,20.0,0,5.1,0.255,wont_fill
football,1,22,2,7,24,3950,32500,0,knockout,91.7,5,36.0,5.681,oversubscribed
volleyball,3,21,1,10,32,1250,4500,0,league,65.6,9,48.0,4.548,oversubscribed
basketball,1,3,4,17,8,4700,32500,1,league,37.5,13,12.0,2.766,oversubscribed
cricket,2,3,18,19,14,2400,16500,1,league+knockout,21.4,1,4.3,0.305,wont_fill
kabaddi,1,7,4,17,16,4750,29500,0,knockout,43.8,13,24.0,2.563,oversubscribed
volleyball,3,12,3,12,24,450,9000,0,league,50.0,9,36.0,1.543,oversubscribed
cricket,2,13,14,14,24,300,12000,0,knockout,54.2,0,14.9,0.62,wont_fill
