sport,city_tier,venue_cost,max_teams,team_size,format,has_sponsor,prize_percentage,tournament_days,optimal_entry_fee
kabaddi,1,15000,16,12,league+knockout,0,60,3,2000
football,1,22500,4,8,knockout,1,50,1,5000
cricket,1,14000,12,11,knockout,0,40,2,2750
badminton,3,6000,4,2,league+knockout,1,70,2,1500
cricket,1,10500,32,14,league+knockout,0,45,3,1500
kabaddi,1,13500,12,12,league+knockout,1,50,3,1800
basketball,1,18500,6,5,knockout,0,65,2,5000
football,2,10500,16,9,league+knockout,0,50,4,1850
kabaddi,3,4500,16,12,league+knockout,1,70,3,400
football,3,4000,8,10,knockout,1,40,1,500
basketball,1,8000,16,5,league,0,60,3,1500
volleyball,3,3500,20,7,league,1,60,2,200
kabaddi,2,9000,8,12,league+knockout,0,45,2,1750
volleyball,3,1500,6,8,league,1,65,4,484
badminton,1,10500,8,3,knockout,1,65,2,1900
kabaddi,3,5000,10,10,league,0,65,3,650
badminton,2,9000,6,4,league,0,50,4,2750
cricket,1,28000,16,14,knockout,1,55,1,3150
cricket,1,15500,8,15,league+knockout,0,70,2,5000
cricket,3,3000,32,11,league+knockout,0,50,3,600
football,2,3000,8,9,league+knockout,0,45,3,1000
cricket,2,14500,20,15,knockout,0,75,1,1500
kabaddi,2,7500,24,8,league+knockout,0,50,3,500
kabaddi,1,16000,16,8,league,0,65,3,1800
basketball,3,3500,8,6,knockout,0,70,1,500
football,2,7500,12,10,league,1,70,2,1086
football,3,5000,8,8,league,0,75,4,1000
basketball,2,5000,16,7,knockout,0,50,1,500
basketball,3,4000,8,8,knockout,0,45,1,517
basketball,2,6000,10,8,league+knockout,1,40,4,1300
kabaddi,1,24000,16,8,league,0,65,3,2200
kabaddi,2,9000,32,9,knockout,0,45,2,500
football,3,3000,8,8,league+knockout,1,65,5,700
volleyball,2,6000,16,8,knockout,0,60,2,600
basketball,2,6000,24,8,league,0,70,2,1000
volleyball,2,9000,24,8,knockout,0,60,2,500
volleyball,3,3500,20,6,league+knockout,1,50,3,500
cricket,1,24000,8,12,league,1,70,2,3000
volleyball,2,5500,8,8,league+knockout,1,70,5,1250
kabaddi,1,20500,16,8,league+knockout,0,50,4,2500
cricket,2,5500,6,13,league,1,45,4,2000
volleyball,3,6500,24,7,knockout,1,60,1,500
kabaddi,2,4500,24,10,league+knockout,0,40,4,500
basketball,2,10000,8,8,knockout,0,50,1,1500
basketball,2,12000,6,6,knockout,0,50,2,3000
cricket,2,7000,8,12,knockout,0,70,1,1500
basketball,2,3500,4,7,league,0,40,3,1200
badminton,1,12500,8,3,league,0,45,2,3000
basketball,1,11000,16,5,league,0,45,2,1750
volleyball,2,4500,8,7,knockout,0,45,1,500
basketball,1,13500,8,6,league+knockout,0,60,5,4600
kabaddi,3,4000,12,12,knockout,1,45,1,250
volleyball,1,26500,16,8,league,0,55,2,3000
kabaddi,1,18500,16,11,league,0,70,4,2250
volleyball,1,30000,16,6,league+knockout,0,60,4,4000
football,2,5500,10,8,knockout,0,55,1,1000
volleyball,2,8000,16,7,league+knockout,0,45,2,1000
basketball,2,15000,16,7,knockout,0,55,1,1500
badminton,3,3500,32,4,knockout,0,60,1,100
volleyball,1,19500,14,7,league+knockout,0,65,3,3100
football,3,8000,16,10,knockout,0,65,2,500
football,3,4500,20,8,league,1,60,3,500
kabaddi,2,7500,4,12,knockout,1,55,2,1700
badminton,3,6500,8,2,knockout,0,55,1,500
kabaddi,3,6000,6,11,league,0,60,2,1000
basketball,2,7000,20,5,league+knockout,1,40,3,800
cricket,3,3000,24,11,knockout,0,45,1,400
cricket,3,3500,4,11,league+knockout,0,65,5,1500
cricket,3,4000,16,12,league+knockout,0,45,4,800
volleyball,3,3000,20,7,league,0,55,2,250
football,1,11500,20,7,league+knockout,0,50,3,1900
volleyball,1,14000,4,8,knockout,1,45,1,4400
basketball,3,8000,32,6,league,1,65,4,400
cricket,2,5000,24,14,league,0,50,3,1000
kabaddi,1,16000,12,7,league,0,40,3,2600
kabaddi,2,8500,4,12,knockout,0,55,1,2200
kabaddi,1,13000,16,10,knockout,0,65,2,1300
football,2,6500,8,9,league,1,55,3,1600
kabaddi,1,8500,8,7,league,0,65,2,3400
football,2,3500,8,11,knockout,0,65,1,1000
volleyball,3,3000,20,8,knockout,0,50,1,100
volleyball,1,6000,14,7,knockout,0,75,2,500
basketball,1,14500,20,8,knockout,1,50,2,1000
kabaddi,1,9000,16,7,league,0,60,3,1500
football,1,8500,12,7,league,0,50,2,1900
basketball,2,5000,4,5,league,0,75,4,2500
volleyball,3,3000,16,7,league+knockout,0,50,5,500
kabaddi,1,8000,16,11,league,1,55,2,1000
football,1,9500,14,8,league,1,65,3,1500
cricket,3,4000,16,15,league+knockout,0,75,5,1500
football,2,5000,16,8,league+knockout,0,40,5,1000
kabaddi,2,6500,24,8,league,1,40,4,500
volleyball,2,11000,8,6,knockout,0,60,1,1450
basketball,2,4500,20,8,knockout,0,40,1,500
cricket,3,7000,8,11,league,0,50,2,1500
badminton,3,2000,10,3,league,0,75,4,250
kabaddi,1,20500,24,12,knockout,0,55,1,1400
badminton,1,15500,24,4,knockout,0,60,1,1050
volleyball,2,14000,16,7,knockout,1,45,2,900
cricket,2,5500,8,15,knockout,1,55,2,1000
football,3,2000,8,11,knockout,0,55,2,500
badminton,1,24500,16,4,league+knockout,0,65,5,3900
volleyball,1,28000,8,7,league,0,75,2,5000
cricket,3,4500,4,11,knockout,0,70,2,1500
basketball,1,11500,16,8,knockout,0,45,2,1400
badminton,1,6500,16,3,knockout,0,60,2,800
basketball,3,3500,16,8,league,0,45,3,500
cricket,2,5500,12,11,league,1,75,2,1500
football,1,6000,8,9,knockout,1,55,2,1500
cricket,1,10000,10,15,knockout,0,55,1,2200
badminton,1,16500,20,2,league,0,70,3,1900
kabaddi,3,3500,6,7,league+knockout,1,75,5,500
basketball,2,5000,14,7,league,1,50,2,1000
basketball,3,3000,16,8,knockout,0,70,2,500
kabaddi,2,4000,12,12,league+knockout,0,55,4,800
kabaddi,2,4000,20,8,knockout,0,55,2,400
cricket,3,2500,14,13,knockout,0,45,2,500
kabaddi,3,3500,16,11,league,0,50,3,250
football,2,13500,8,10,league+knockout,1,45,5,2200
kabaddi,2,6000,32,7,knockout,0,65,1,350
football,2,4000,6,10,league+knockout,1,45,2,1000
kabaddi,2,11500,12,11,knockout,0,65,1,1000
volleyball,2,10000,8,6,league,0,60,2,1850
badminton,2,4500,16,2,league+knockout,1,65,3,500
football,3,3000,20,11,league+knockout,1,70,2,365
volleyball,2,4500,32,8,league+knockout,0,60,5,700
basketball,3,4000,6,6,league,0,65,2,1000
volleyball,1,14000,8,8,knockout,0,50,1,2345
badminton,3,2500,10,2,league,1,70,2,250
kabaddi,2,15000,16,9,league,0,45,2,1250
badminton,2,15000,20,4,knockout,0,55,2,1250
cricket,2,6500,32,13,knockout,0,60,1,700
badminton,3,4000,8,3,league,1,55,4,750
kabaddi,2,10000,24,10,league,0,65,4,800
kabaddi,2,8500,20,8,knockout,1,60,2,500
volleyball,2,4500,16,7,league,0,60,2,500
badminton,2,12500,20,1,knockout,0,40,1,800
badminton,1,10500,32,4,league,0,75,3,1000
basketball,1,12000,10,6,knockout,0,45,1,1900
volleyball,3,5000,6,6,knockout,0,60,1,1000
badminton,1,14500,16,1,league+knockout,0,60,2,2500
badminton,2,11500,16,2,knockout,1,50,2,1000
football,2,15000,12,7,league,1,55,4,2500
football,1,6500,10,8,league,1,45,3,1500
cricket,2,3000,16,11,league,0,55,3,1000
badminton,2,4500,8,4,knockout,1,65,1,750
cricket,1,21500,8,13,knockout,0,70,1,4550
cricket,1,14500,16,13,league+knockout,0,45,5,3500
kabaddi,2,7000,10,12,league,0,40,4,1200
basketball,3,1500,12,6,league,1,60,4,250
football,2,13500,16,9,league,0,55,3,1500
kabaddi,3,7000,24,11,league,1,65,4,350
football,1,7500,8,11,league,1,40,2,1700
cricket,3,5500,10,14,knockout,1,45,1,500
volleyball,2,8500,24,6,league+knockout,0,50,3,1000
basketball,1,13500,8,7,league+knockout,0,75,3,5000
badminton,3,5000,32,2,league,0,50,4,300
badminton,1,12500,16,2,league,1,70,4,1862
cricket,3,4000,14,15,knockout,0,75,2,500
cricket,1,8000,12,14,knockout,1,70,1,1500
football,1,18500,10,9,knockout,0,55,1,3000
cricket,2,9500,20,15,league,0,50,2,2500
basketball,2,13000,10,6,league+knockout,0,40,3,2950
badminton,2,9000,4,2,knockout,0,60,2,2750
basketball,2,6000,10,8,league,0,60,3,2000
basketball,2,5000,14,5,knockout,0,70,1,500
basketball,2,12000,8,6,knockout,1,60,1,1500
basketball,2,4000,8,7,league+knockout,0,60,4,1500
kabaddi,2,6500,12,7,league,1,60,4,750
cricket,1,13500,16,14,league,0,65,2,1800
badminton,2,6000,16,4,league,0,75,2,800
football,3,2000,16,8,league,0,45,4,400
volleyball,2,6500,10,8,league,0,45,2,1000
kabaddi,2,3500,12,7,knockout,1,75,1,400
cricket,2,7500,8,11,knockout,1,65,1,1500
football,2,15000,12,8,league+knockout,1,75,4,2800
basketball,3,4500,20,8,knockout,0,45,1,500
cricket,2,6500,12,15,league,0,55,2,1750
basketball,1,22000,20,8,league,0,40,2,2300
basketball,2,15000,8,8,knockout,0,45,1,2500
volleyball,2,15000,12,7,league,0,60,4,2000
football,1,11000,10,7,knockout,0,70,2,2000
kabaddi,1,12000,16,7,league+knockout,1,70,4,1500
kabaddi,3,6000,20,8,league+knockout,0,55,5,500
badminton,3,2000,16,2,knockout,1,45,1,250
basketball,2,7500,24,5,knockout,0,60,1,500
kabaddi,2,8000,8,10,knockout,0,70,1,1000
cricket,3,4500,16,15,league,0,65,3,750
basketball,2,8500,24,8,league+knockout,0,65,5,1000
badminton,1,30000,16,2,knockout,0,45,2,2600
cricket,1,13500,20,12,league+knockout,0,40,5,2500
volleyball,2,8500,12,8,knockout,0,45,1,800
cricket,2,6500,24,13,knockout,0,70,2,1000
volleyball,1,22000,16,6,league,1,40,3,2000
badminton,2,10000,4,2,knockout,0,45,1,3000
basketball,2,11000,10,7,league+knockout,1,50,4,2000
cricket,1,7500,16,15,league+knockout,0,50,5,2500
kabaddi,2,9500,16,7,league+knockout,1,55,4,900
kabaddi,1,14000,16,7,knockout,0,45,1,1200
basketball,3,6500,32,6,knockout,1,65,1,329
kabaddi,3,6000,8,7,league+knockout,0,70,3,1000
volleyball,3,5500,16,6,knockout,0,70,2,406
football,2,7000,20,11,knockout,0,70,2,900
badminton,1,10500,32,4,league,1,45,2,750
badminton,3,5000,10,3,knockout,0,40,2,500
basketball,2,9000,10,7,league+knockout,0,50,5,2250
cricket,1,15500,12,14,knockout,0,50,2,3000
badminton,3,4000,32,3,league+knockout,1,70,3,500
cricket,2,6500,10,15,league,0,50,4,1750
kabaddi,1,14000,20,7,league,0,75,3,1500
cricket,1,7000,14,11,league,0,50,2,1600
badminton,2,15000,16,4,league,0,75,4,1900
football,3,3000,4,11,league,1,65,3,1000
cricket,1,10000,8,14,league+knockout,0,45,4,3500
volleyball,2,8500,24,6,knockout,0,55,1,500
kabaddi,1,14500,16,10,league,0,55,3,1750
volleyball,2,7500,4,7,league+knockout,0,50,4,2750
badminton,1,14000,10,4,league,0,65,4,3500
kabaddi,3,2000,16,12,knockout,0,60,1,200
volleyball,2,4500,8,6,league,0,70,3,1000
cricket,3,1500,32,11,league+knockout,0,65,3,500
basketball,2,8500,12,8,league,0,45,2,1500
badminton,3,2000,8,3,knockout,0,70,2,250
cricket,2,10000,6,15,league+knockout,0,50,4,3000
football,2,5000,12,10,league,1,65,2,950
football,2,9500,16,7,league,1,40,2,1000
volleyball,3,2500,10,7,league+knockout,0,60,5,500
cricket,3,7500,16,15,league,1,60,3,1500
basketball,3,6000,8,5,league,0,55,2,1000
kabaddi,3,3000,8,8,knockout,0,75,1,500
kabaddi,3,8000,24,11,league,0,65,2,500
volleyball,2,10500,8,8,knockout,1,60,2,1500
basketball,3,2000,12,7,league+knockout,0,75,5,500
cricket,2,6000,8,12,league,0,60,3,2000
football,2,10000,12,8,league+knockout,0,50,3,1500
badminton,2,9500,12,1,league,1,40,2,1100
kabaddi,3,3500,24,8,league+knockout,0,45,3,500
kabaddi,1,28000,8,8,league+knockout,1,60,4,5000
badminton,3,2000,32,2,knockout,0,55,2,100
cricket,1,19500,8,13,league,0,65,2,5000
cricket,2,9500,16,14,league+knockout,0,55,5,2000
badminton,2,4000,20,3,league,0,65,3,500
cricket,2,4500,16,12,knockout,1,40,2,500
basketball,2,9500,4,5,league+knockout,0,45,5,3000
football,2,7000,16,7,league+knockout,0,55,4,1500
cricket,2,5500,32,14,league+knockout,0,60,3,1000
football,3,3500,12,8,league,0,50,3,500
badminton,3,6000,24,2,knockout,1,55,2,300
football,2,11000,16,7,league,0,65,4,1500
cricket,2,4000,16,13,league+knockout,1,70,5,1000
volleyball,2,5000,16,8,league,0,55,3,500
football,3,8000,14,7,league,0,45,2,1000
cricket,2,15000,6,12,knockout,1,55,2,3000
badminton,2,3500,16,4,knockout,1,55,2,500
kabaddi,1,10500,10,7,league,0,55,3,2000
volleyball,2,4000,6,6,knockout,0,70,1,850
badminton,3,2000,16,4,league,0,40,3,500
volleyball,3,3000,20,8,league+knockout,0,65,4,250
kabaddi,3,4500,16,12,knockout,0,45,2,320
cricket,3,4500,16,14,knockout,0,60,2,600
kabaddi,1,12000,32,12,knockout,1,75,1,600
volleyball,1,13500,16,6,knockout,0,55,2,1300
badminton,1,16500,24,1,knockout,1,70,1,1000
cricket,1,25000,16,13,league+knockout,0,65,5,5000
football,2,7500,12,7,league+knockout,1,70,2,1300
kabaddi,2,9500,14,7,league+knockout,0,60,3,1300
badminton,2,7000,20,2,league,0,45,2,500
cricket,2,3000,20,13,league+knockout,0,45,2,1000
badminton,1,20000,16,2,league,0,70,2,3700
badminton,2,10500,16,4,knockout,0,70,1,1000
badminton,1,17500,8,2,knockout,0,60,2,3000
football,2,9500,10,10,knockout,0,70,2,1750
kabaddi,1,11000,20,12,league,0,70,2,1000
volleyball,1,12000,20,6,league,1,50,4,1221
basketball,2,6500,12,7,knockout,0,65,2,1000
basketball,3,3500,16,6,knockout,0,60,1,300
cricket,1,13000,24,15,league,0,45,2,2000
badminton,2,10000,24,4,league,1,70,4,750
volleyball,2,4000,8,6,league,0,55,3,1000
football,2,13000,10,9,league,0,55,4,2750
football,2,5500,32,9,knockout,0,45,2,500
basketball,2,6500,20,8,knockout,0,45,1,500
cricket,3,3000,6,15,league,0,45,2,900
kabaddi,3,5500,8,10,league+knockout,1,50,2,700
cricket,3,2500,8,11,knockout,0,65,2,700
kabaddi,1,15000,16,12,league,0,55,4,2000
basketball,1,22500,16,5,knockout,0,50,1,2250
kabaddi,2,6500,24,12,league,0,65,3,500
basketball,1,16500,8,6,knockout,1,65,2,3100
basketball,2,7000,8,7,league,0,60,4,3000
cricket,2,4000,4,11,league,0,50,3,2200
volleyball,1,19000,20,7,league+knockout,0,65,2,2400
volleyball,2,10000,8,7,knockout,0,45,1,1500
badminton,3,3000,14,4,league,0,60,2,250
cricket,2,8500,8,11,knockout,0,50,2,2100
cricket,3,2000,24,13,league,0,70,2,491
cricket,1,14000,24,13,knockout,0,45,2,1500
basketball,3,3000,16,5,league,1,60,2,250
badminton,2,8500,16,2,knockout,0,45,2,750
kabaddi,2,8000,24,7,league,0,60,4,600
volleyball,2,8500,32,8,knockout,0,75,2,500
kabaddi,1,12500,20,10,league,0,70,3,1000
badminton,1,11000,24,3,league+knockout,0,45,5,1500
cricket,1,11500,20,15,league,0,60,4,2000
kabaddi,2,11500,20,8,league,0,50,4,1000
badminton,1,11500,8,2,league+knockout,1,45,4,2747
cricket,3,1500,24,12,knockout,0,65,1,500
basketball,1,8000,12,5,knockout,0,60,2,1400
cricket,3,3500,6,15,league,0,60,3,1350
kabaddi,1,15500,24,11,league,1,50,3,1000
cricket,1,6500,8,13,knockout,0,40,1,2000
cricket,2,4500,16,14,league,0,75,2,1000
kabaddi,1,27500,16,10,league,0,70,3,3250
volleyball,1,16500,8,8,knockout,0,40,1,3000
kabaddi,2,10500,16,11,league,0,65,4,1300
kabaddi,2,5500,14,12,league+knockout,0,70,4,1000
cricket,2,5000,16,15,league+knockout,0,40,4,1500
badminton,3,3500,14,3,league,0,40,3,300
badminton,2,5500,32,1,knockout,0,55,2,500
football,2,8000,20,9,league+knockout,0,40,2,1000
football,3,3500,20,10,knockout,1,40,1,250
cricket,2,7000,16,11,knockout,0,65,1,1000
volleyball,2,4500,16,7,knockout,0,70,2,750
basketball,1,7000,8,7,league,0,65,4,2250
badminton,2,9000,8,4,league,0,50,2,1800
football,1,30000,8,8,league,0,65,3,5000
kabaddi,2,5500,16,7,league,0,65,4,750
badminton,2,5500,16,2,knockout,0,75,1,500
cricket,1,9000,8,15,league,0,45,3,3500
basketball,2,6500,8,8,league,0,45,4,1900
basketball,1,11500,12,7,league,0,45,3,2500
cricket,3,4500,8,11,league+knockout,0,45,3,1200
cricket,1,10000,8,13,league,0,65,4,3400
kabaddi,2,9000,20,7,league+knockout,0,60,4,1000
basketball,2,4000,14,6,league,0,70,3,1000
kabaddi,3,3000,16,7,league,0,70,3,250
volleyball,2,6500,8,6,knockout,0,45,1,1050
badminton,3,3000,10,3,league,1,75,4,400
cricket,1,11500,10,14,league,0,65,4,3600
kabaddi,2,9000,8,12,league,0,55,2,1500
cricket,3,4500,16,11,league,0,70,4,1000
basketball,2,6500,10,8,knockout,0,65,2,1000
basketball,3,2500,8,5,league,1,70,2,500
kabaddi,2,5500,8,12,knockout,0,55,2,500
cricket,2,11000,16,12,league,0,65,3,2000
volleyball,1,27000,12,8,league,0,60,2,4100
basketball,2,5500,16,8,league+knockout,0,60,5,1300
basketball,3,4500,24,5,knockout,1,60,2,300
badminton,3,3500,20,2,league,1,60,2,300
football,3,3500,16,7,knockout,0,40,2,500
volleyball,2,14000,8,8,league+knockout,1,65,4,2500
badminton,1,15000,10,1,knockout,0,55,1,2700
badminton,3,2500,14,2,league+knockout,0,75,2,400
football,1,10000,6,8,knockout,0,55,1,3000
basketball,2,8000,16,6,league+knockout,1,50,5,1500
volleyball,3,6000,20,7,knockout,0,50,1,500
football,2,12500,16,7,league,1,65,2,2500
basketball,3,3500,8,6,knockout,0,45,2,500
badminton,2,6000,24,1,knockout,1,75,2,400
cricket,2,4500,24,14,league,0,50,3,1000
badminton,3,1500,8,1,league,0,60,2,300
kabaddi,3,3500,32,7,league+knockout,0,65,4,350
basketball,3,3000,8,5,knockout,0,60,2,500
kabaddi,3,3500,6,7,league+knockout,0,50,2,1000
volleyball,2,8500,16,6,league+knockout,0,55,5,1000
football,2,6000,8,7,league+knockout,0,65,2,1600
badminton,2,8500,32,4,knockout,0,65,1,400
kabaddi,3,3500,14,12,knockout,1,45,2,500
badminton,2,12000,32,1,league+knockout,0,40,5,1000
cricket,3,2500,24,15,knockout,0,45,1,500
kabaddi,2,14500,20,9,league,1,50,3,1000
volleyball,1,11500,12,6,league+knockout,1,65,3,2000
football,1,27000,16,11,league,0,75,3,4000
football,3,3500,12,10,league,0,55,3,500
cricket,1,14500,8,14,league,0,55,2,4200
football,2,5500,12,10,knockout,1,50,2,750
badminton,2,6000,10,3,league+knockout,0,65,3,1400
cricket,2,7000,16,14,league,1,45,4,1000
badminton,2,11500,16,1,knockout,0,50,2,1000
cricket,2,5500,16,14,knockout,0,75,2,1000
basketball,2,11000,16,6,knockout,0,40,1,950
badminton,2,5000,16,3,league+knockout,0,60,4,800
basketball,3,3500,8,6,league+knockout,0,70,4,1000
kabaddi,2,8000,20,9,knockout,0,70,1,500
cricket,2,3500,12,12,knockout,0,45,2,1000
kabaddi,2,7500,14,11,league+knockout,0,60,4,1100
cricket,1,10000,32,11,league,0,50,4,1500
kabaddi,2,6000,16,7,league,0,40,4,500
cricket,2,5500,8,13,league,0,75,3,2000
football,1,13000,14,9,league,0,50,2,2200
volleyball,1,11000,24,7,league,0,45,2,1000
cricket,3,3000,14,12,league+knockout,1,70,3,500
football,2,3500,24,10,knockout,0,50,2,500
football,1,14500,8,7,league,0,60,2,4400
volleyball,3,3000,32,8,league+knockout,0,55,2,215
basketball,3,1500,8,5,league,0,60,2,500
volleyball,2,8500,10,6,knockout,1,55,1,1000
cricket,2,7500,20,11,league,1,40,4,1000
kabaddi,2,5000,8,9,league,0,70,4,1000
football,1,12000,14,11,knockout,0,60,1,1800
volleyball,1,22500,32,8,knockout,0,45,2,1100
football,1,15000,16,7,knockout,1,45,1,1400
kabaddi,2,3500,20,10,league,0,55,3,500
basketball,3,1500,24,7,league+knockout,1,50,2,200
volleyball,3,7500,24,7,knockout,0,40,2,338
volleyball,2,4500,20,8,league,0,40,3,500
football,1,19000,10,7,league,1,70,4,3700
badminton,1,11500,20,2,league+knockout,0,45,5,1800
basketball,2,5000,16,7,knockout,1,75,2,500
volleyball,2,12500,16,7,league+knockout,1,40,2,900
kabaddi,3,3000,10,8,knockout,1,65,2,300
badminton,2,3500,8,1,knockout,0,55,1,600
badminton,1,21500,16,2,league+knockout,0,65,5,3500
cricket,3,2000,24,13,league+knockout,1,50,3,500
kabaddi,2,8500,16,12,knockout,0,40,1,600
football,3,3500,24,10,knockout,0,55,2,400
football,2,8000,10,7,knockout,0,60,2,750
football,3,2500,24,10,knockout,0,50,1,250
football,1,18000,16,8,league+knockout,0,45,3,3500
kabaddi,2,6500,12,10,knockout,0,60,2,750
badminton,1,12000,8,3,league+knockout,1,70,2,3000
football,3,7500,16,10,knockout,0,70,2,700
volleyball,3,3000,10,7,knockout,0,65,1,500
football,2,9500,24,8,league+knockout,1,60,4,1000
kabaddi,2,7500,10,10,league,1,75,4,1000
kabaddi,3,3000,24,11,league+knockout,0,55,5,350
football,1,14000,12,9,league+knockout,1,50,2,3000
basketball,2,13000,20,6,league+knockout,0,65,4,1700
volleyball,2,12000,12,6,league,0,60,2,1500
cricket,2,9000,6,11,knockout,0,45,1,2700
basketball,1,8500,32,6,league,0,55,4,913
basketball,3,2500,14,7,league,0,75,3,500
volleyball,2,9500,16,6,knockout,0,50,2,500
badminton,2,9000,20,4,league,0,70,4,1000
football,1,12000,6,7,league,0,60,4,5000
badminton,1,27500,8,2,league+knockout,0,50,4,5000
cricket,1,13500,16,12,league,1,45,2,1903
kabaddi,1,10500,10,8,knockout,1,60,2,1250
football,1,15500,24,10,knockout,0,60,1,1500
volleyball,2,9500,16,6,knockout,0,65,1,700
cricket,2,9000,20,15,knockout,1,75,2,1000
kabaddi,1,13500,8,9,league+knockout,0,75,4,5000
cricket,3,4000,16,14,league+knockout,1,60,5,750
volleyball,1,14500,8,6,league+knockout,0,60,4,4250
kabaddi,3,5000,16,11,knockout,1,50,1,100
cricket,3,3500,20,11,knockout,0,45,2,500
kabaddi,3,3000,20,9,knockout,1,60,1,250
football,2,7500,32,7,knockout,0,55,2,500
kabaddi,2,10000,6,11,league,1,45,4,2000
basketball,2,3500,16,5,knockout,0,50,2,250
kabaddi,1,8500,8,8,league,1,60,2,1500
cricket,2,7000,8,13,league,1,75,2,1700
cricket,2,10000,14,12,league+knockout,0,70,3,2500
kabaddi,3,3500,24,9,league+knockout,0,70,4,300
kabaddi,1,10000,16,10,league,0,45,2,1096
kabaddi,1,19000,16,9,knockout,0,65,2,1550
kabaddi,3,3500,8,7,league,0,55,4,500
badminton,1,21000,8,2,knockout,0,55,2,4500
badminton,2,9000,12,4,league,1,70,4,1000
cricket,1,8500,20,12,knockout,0,45,1,1200
basketball,3,5000,16,7,knockout,0,60,2,500
basketball,2,6000,16,5,knockout,1,65,2,600
badminton,2,4500,4,1,league+knockout,0,75,5,2500
badminton,2,7500,6,3,league,0,70,3,2450
volleyball,3,4000,8,6,knockout,0,65,1,500
kabaddi,2,5500,8,11,league+knockout,1,55,5,1200
badminton,1,15000,16,2,league,0,65,3,2000
badminton,2,7000,12,1,league,1,60,4,1000
cricket,2,8500,16,12,league,1,65,3,1500
badminton,2,3000,32,3,league+knockout,1,70,5,500
volleyball,2,3500,16,8,league,1,75,2,500
badminton,1,30000,6,4,league+knockout,0,70,3,5000
football,1,15000,16,10,league+knockout,0,50,4,3000
badminton,2,9500,32,3,knockout,0,70,1,500
cricket,1,10500,12,11,knockout,0,50,1,1965
basketball,2,4500,8,6,knockout,0,45,2,900
basketball,1,12000,10,7,league+knockout,0,55,4,3400
football,2,5500,20,8,league,0,60,2,1000
basketball,1,14000,8,7,league+knockout,0,55,2,4250
basketball,3,4000,10,7,league+knockout,0,65,4,800
football,3,2500,24,11,knockout,0,55,2,250
badminton,2,6500,8,4,league,1,70,2,1250
kabaddi,1,22000,24,9,knockout,0,60,1,1250
cricket,2,9000,16,12,league+knockout,0,60,5,2250
kabaddi,1,8000,6,8,league,0,45,3,2500
basketball,1,20000,6,5,knockout,0,50,1,4800
volleyball,1,12500,12,6,knockout,0,70,1,1500
kabaddi,3,4500,8,8,league,1,40,3,500
cricket,1,22000,8,12,league+knockout,0,40,5,5000
kabaddi,1,24000,20,9,knockout,0,50,1,1700
badminton,2,5500,12,4,knockout,0,45,2,750
kabaddi,1,9000,24,11,league+knockout,0,75,2,1000
